user_id,application_id,role_id,assigned_date,last_login,assignment_status
u203,app2,role49,2023-01-01,2025-09-22 02:35:09.572415,DISABLED
u147,app15,role38,2023-01-01,2026-01-27 02:35:09.572793,ACTIVE
u213,app7,role40,2023-01-01,2025-12-17 02:35:09.573128,ACTIVE
u147,app15,role55,2023-01-01,2026-02-24 02:35:09.573487,ACTIVE
u202,app11,role42,2023-01-01,2025-10-30 02:35:09.573819,ACTIVE
u232,app3,role48,2023-01-01,2025-12-02 02:35:09.574140,ACTIVE
u242,app7,role13,2023-01-01,2025-10-27 02:35:09.574468,ACTIVE
u162,app19,role25,2023-01-01,2025-10-01 02:35:09.574815,ACTIVE
u126,app16,role29,2023-01-01,2025-12-25 02:35:09.575131,DISABLED
u107,app2,role53,2023-01-01,2025-09-17 02:35:09.575450,DISABLED
u205,app7,role2,2023-01-01,2026-01-10 02:35:09.575770,ACTIVE
u192,app19,role54,2023-01-01,2025-11-12 02:35:09.576083,ACTIVE
u240,app12,role31,2023-01-01,2025-11-28 02:35:09.576395,ACTIVE
u227,app18,role17,2023-01-01,2026-01-29 02:35:09.576721,ACTIVE
u197,app7,role36,2023-01-01,2025-11-17 02:35:09.577050,DISABLED
u236,app17,role32,2023-01-01,2026-03-03 02:35:09.577367,DISABLED
u229,app2,role1,2023-01-01,2026-02-09 02:35:09.577697,DISABLED
u217,app19,role25,2023-01-01,2025-11-11 02:35:09.578024,ACTIVE
u237,app9,role56,2023-01-01,2025-10-15 02:35:09.578740,ACTIVE
u153,app11,role28,2023-01-01,2025-11-02 02:35:09.579566,ACTIVE
u130,app11,role34,2023-01-01,2026-02-26 02:35:09.579966,ACTIVE
u102,app7,role13,2023-01-01,2025-12-01 02:35:09.580578,ACTIVE
u216,app11,role42,2023-01-01,2025-12-27 02:35:09.580950,ACTIVE
u168,app19,role54,2023-01-01,2026-03-01 02:35:09.581296,ACTIVE
u238,app18,role17,2023-01-01,2025-12-16 02:35:09.581691,DISABLED
u188,app12,role31,2023-01-01,2025-12-18 02:35:09.582041,ACTIVE
u219,app14,role4,2023-01-01,2025-09-29 02:35:09.582635,DISABLED
u185,app5,role18,2023-01-01,2026-01-14 02:35:09.584395,DISABLED
u171,app12,role43,2023-01-01,2026-02-07 02:35:09.584799,ACTIVE
u189,app3,role7,2023-01-01,2026-01-13 02:35:09.585142,ACTIVE
u165,app3,role48,2023-01-01,2025-11-17 02:35:09.585467,ACTIVE
u136,app9,role6,2023-01-01,2025-10-20 02:35:09.585786,DISABLED
u236,app15,role38,2023-01-01,2025-10-07 02:35:09.586131,ACTIVE
u162,app17,role32,2023-01-01,2026-01-05 02:35:09.586452,ACTIVE
u241,app18,role20,2023-01-01,2026-02-25 02:35:09.586764,ACTIVE
u166,app9,role56,2023-01-01,2026-02-03 02:35:09.587074,ACTIVE
u100,app11,role35,2023-01-01,2025-10-22 02:35:09.587396,DISABLED
u162,app2,role1,2023-01-01,2025-09-12 02:35:09.587702,ACTIVE
u157,app9,role21,2023-01-01,2026-01-29 02:35:09.588034,ACTIVE
u102,app19,role59,2023-01-01,2025-09-16 02:35:09.588366,ACTIVE
u137,app19,role58,2023-01-01,2025-12-21 02:35:09.588722,ACTIVE
u124,app14,role10,2023-01-01,2025-09-16 02:35:09.589057,ACTIVE
u225,app7,role41,2023-01-01,2026-01-01 02:35:09.589367,DISABLED
u194,app7,role50,2023-01-01,2026-02-20 02:35:09.589687,ACTIVE
u197,app11,role35,2023-01-01,2025-11-03 02:35:09.590025,DISABLED
u227,app18,role5,2023-01-01,2026-02-20 02:35:09.590351,DISABLED
u105,app17,role33,2023-01-01,2025-10-06 02:35:09.591187,ACTIVE
u101,app5,role18,2023-01-01,2025-10-14 02:35:09.591549,ACTIVE
u187,app11,role34,2023-01-01,2025-11-08 02:35:09.591886,ACTIVE
u173,app18,role20,2023-01-01,2026-02-13 02:35:09.592222,ACTIVE
u112,app15,role15,2023-01-01,2026-01-06 02:35:09.592583,ACTIVE
u181,app14,role4,2023-01-01,2025-09-29 02:35:09.592919,ACTIVE
u177,app8,role51,2023-01-01,2025-12-02 02:35:09.593251,ACTIVE
u142,app15,role47,2023-01-01,2025-12-16 02:35:09.593580,DISABLED
u142,app7,role41,2023-01-01,2026-01-07 02:35:09.593934,ACTIVE
u118,app3,role48,2023-01-01,2025-12-31 02:35:09.594278,ACTIVE
u158,app11,role35,2023-01-01,2025-09-26 02:35:09.594641,DISABLED
u239,app3,role8,2023-01-01,2026-01-01 02:35:09.594987,ACTIVE
u173,app12,role43,2023-01-01,2026-01-24 02:35:09.595320,ACTIVE
u222,app19,role52,2023-01-01,2025-12-30 02:35:09.595669,DISABLED
u229,app9,role6,2023-01-01,2025-10-23 02:35:09.596014,DISABLED
u201,app12,role43,2023-01-01,2025-09-24 02:35:09.596365,ACTIVE
u209,app17,role33,2023-01-01,2026-01-27 02:35:09.597023,DISABLED
u187,app4,role22,2023-01-01,2026-02-12 02:35:09.597384,ACTIVE
u211,app7,role41,2023-01-01,2026-01-14 02:35:09.597732,DISABLED
u177,app18,role5,2023-01-01,2026-02-12 02:35:09.598074,ACTIVE
u161,app16,role29,2023-01-01,2025-11-15 02:35:09.598432,ACTIVE
u173,app11,role35,2023-01-01,2025-10-21 02:35:09.599656,ACTIVE
u233,app17,role32,2023-01-01,2026-02-13 02:35:09.600071,ACTIVE
u110,app19,role58,2023-01-01,2026-02-03 02:35:09.600428,ACTIVE
u185,app7,role57,2023-01-01,2026-02-08 02:35:09.600767,DISABLED
u208,app19,role52,2023-01-01,2026-01-12 02:35:09.601093,ACTIVE
u149,app11,role35,2023-01-01,2026-01-08 02:35:09.601481,DISABLED
u200,app2,role49,2023-01-01,2026-01-02 02:35:09.601818,ACTIVE
u102,app9,role56,2023-01-01,2026-02-11 02:35:09.602127,DISABLED
u222,app9,role21,2023-01-01,2025-11-26 02:35:09.602454,DISABLED
u109,app2,role49,2023-01-01,2025-10-22 02:35:09.602766,DISABLED
u219,app19,role37,2023-01-01,2025-09-24 02:35:09.603073,ACTIVE
u234,app2,role1,2023-01-01,2025-09-17 02:35:09.603411,ACTIVE
u136,app15,role15,2023-01-01,2025-12-29 02:35:09.603729,ACTIVE
u197,app7,role13,2023-01-01,2026-02-09 02:35:09.604038,ACTIVE
u236,app19,role12,2023-01-01,2026-01-23 02:35:09.604345,DISABLED
u167,app11,role34,2023-01-01,2026-01-03 02:35:09.604648,ACTIVE
u148,app16,role29,2023-01-01,2025-11-27 02:35:09.604953,ACTIVE
u141,app5,role18,2023-01-01,2025-10-10 02:35:09.605277,ACTIVE
u190,app12,role31,2023-01-01,2025-11-25 02:35:09.605596,ACTIVE
u204,app11,role42,2023-01-01,2026-02-08 02:35:09.605900,ACTIVE
u181,app7,role13,2023-01-01,2025-10-08 02:35:09.606236,ACTIVE
u112,app3,role48,2023-01-01,2026-02-01 02:35:09.606580,ACTIVE
u220,app15,role14,2023-01-01,2026-01-08 02:35:09.607231,ACTIVE
u225,app15,role47,2023-01-01,2025-11-22 02:35:09.608693,ACTIVE
u222,app7,role40,2023-01-01,2025-10-08 02:35:09.609308,ACTIVE
u163,app11,role42,2023-01-01,2025-09-25 02:35:09.610671,ACTIVE
u186,app8,role51,2023-01-01,2025-12-22 02:35:09.611080,DISABLED
u100,app17,role33,2023-01-01,2026-02-23 02:35:09.611436,ACTIVE
u233,app1,role23,2023-01-01,2025-09-28 02:35:09.612766,DISABLED
u142,app7,role2,2023-01-01,2025-12-31 02:35:09.613185,ACTIVE
u213,app3,role8,2023-01-01,2026-03-01 02:35:09.613535,ACTIVE
u219,app11,role11,2023-01-01,2025-12-26 02:35:09.613886,ACTIVE
u222,app18,role20,2023-01-01,2026-03-05 02:35:09.614214,ACTIVE
u156,app15,role14,2023-01-01,2026-02-10 02:35:09.614570,DISABLED
u203,app16,role44,2023-01-01,2025-09-17 02:35:09.614898,ACTIVE
u153,app7,role57,2023-01-01,2026-02-02 02:35:09.615217,ACTIVE
u204,app19,role25,2023-01-01,2025-09-20 02:35:09.615565,ACTIVE
u167,app1,role30,2023-01-01,2026-02-26 02:35:09.616656,ACTIVE
u167,app19,role12,2023-01-01,2025-11-16 02:35:09.617896,ACTIVE
u133,app8,role26,2023-01-01,2026-01-22 02:35:09.618247,ACTIVE
u193,app8,role26,2023-01-01,2025-12-14 02:35:09.618559,ACTIVE
u220,app11,role28,2023-01-01,2026-01-16 02:35:09.618866,DISABLED
u133,app19,role52,2023-01-01,2026-03-02 02:35:09.619172,ACTIVE
u118,app16,role44,2023-01-01,2025-12-22 02:35:09.619494,DISABLED
u110,app15,role47,2023-01-01,2026-01-17 02:35:09.619817,DISABLED
u166,app1,role30,2023-01-01,2025-09-27 02:35:09.620119,ACTIVE
u188,app13,role9,2023-01-01,2025-12-01 02:35:09.620425,ACTIVE
u131,app15,role38,2023-01-01,2026-01-26 02:35:09.620738,DISABLED
u145,app12,role43,2023-01-01,2025-10-29 02:35:09.621038,ACTIVE
u166,app7,role13,2023-01-01,2025-11-14 02:35:09.621345,ACTIVE
u103,app7,role57,2023-01-01,2026-01-17 02:35:09.621966,DISABLED
u217,app7,role57,2023-01-01,2025-10-07 02:35:09.622309,ACTIVE
u102,app15,role47,2023-01-01,2025-11-26 02:35:09.622618,ACTIVE
u176,app8,role51,2023-01-01,2025-11-20 02:35:09.622922,ACTIVE
u241,app17,role33,2023-01-01,2026-03-08 02:35:09.623219,DISABLED
u108,app3,role8,2023-01-01,2026-02-05 02:35:09.623519,ACTIVE
u195,app15,role14,2023-01-01,2025-09-28 02:35:09.624528,DISABLED
u147,app18,role20,2023-01-01,2025-10-27 02:35:09.624956,ACTIVE
u248,app11,role28,2023-01-01,2026-02-20 02:35:09.625328,ACTIVE
u213,app8,role51,2023-01-01,2026-02-09 02:35:09.625669,DISABLED
u138,app12,role31,2023-01-01,2026-02-19 02:35:09.626011,ACTIVE
u197,app15,role55,2023-01-01,2025-11-14 02:35:09.626351,DISABLED
u191,app14,role4,2023-01-01,2025-10-24 02:35:09.626700,ACTIVE
u211,app7,role2,2023-01-01,2026-02-02 02:35:09.627043,DISABLED
u121,app16,role19,2023-01-01,2025-12-06 02:35:09.627377,ACTIVE
u189,app9,role56,2023-01-01,2025-09-20 02:35:09.627703,ACTIVE
u177,app2,role1,2023-01-01,2025-10-26 02:35:09.628081,ACTIVE
u219,app16,role44,2023-01-01,2026-01-27 02:35:09.628417,ACTIVE
u152,app4,role22,2023-01-01,2025-12-05 02:35:09.628730,ACTIVE
u202,app19,role52,2023-01-01,2025-11-05 02:35:09.629053,ACTIVE
u200,app11,role11,2023-01-01,2025-11-02 02:35:09.629377,ACTIVE
u180,app9,role6,2023-01-01,2025-10-03 02:35:09.629705,DISABLED
u151,app14,role4,2023-01-01,2026-01-02 02:35:09.630056,ACTIVE
u155,app19,role25,2023-01-01,2025-10-17 02:35:09.630388,ACTIVE
u114,app7,role45,2023-01-01,2026-01-23 02:35:09.630746,ACTIVE
u186,app7,role57,2023-01-01,2025-12-20 02:35:09.631092,ACTIVE
u215,app11,role28,2023-01-01,2026-02-23 02:35:09.631431,ACTIVE
u119,app9,role3,2023-01-01,2025-12-21 02:35:09.631732,ACTIVE
u229,app11,role35,2023-01-01,2025-12-31 02:35:09.632056,ACTIVE
u200,app16,role29,2023-01-01,2025-10-11 02:35:09.632367,ACTIVE
u230,app15,role55,2023-01-01,2025-10-31 02:35:09.632664,ACTIVE
u215,app7,role36,2023-01-01,2025-10-24 02:35:09.632961,ACTIVE
u182,app4,role16,2023-01-01,2025-12-05 02:35:09.633256,DISABLED
u134,app15,role55,2023-01-01,2025-09-21 02:35:09.633553,DISABLED
u247,app12,role24,2023-01-01,2026-02-12 02:35:09.633854,DISABLED
u209,app19,role12,2023-01-01,2025-11-16 02:35:09.634179,ACTIVE
u151,app7,role45,2023-01-01,2026-02-16 02:35:09.634490,ACTIVE
u196,app15,role14,2023-01-01,2025-10-09 02:35:09.634796,ACTIVE
u170,app16,role44,2023-01-01,2025-11-03 02:35:09.635103,DISABLED
u156,app19,role59,2023-01-01,2025-11-30 02:35:09.635413,ACTIVE
u101,app16,role29,2023-01-01,2025-12-07 02:35:09.635713,ACTIVE
u192,app16,role44,2023-01-01,2026-01-05 02:35:09.636032,ACTIVE
u157,app8,role26,2023-01-01,2025-10-21 02:35:09.636340,ACTIVE
u189,app3,role48,2023-01-01,2025-10-22 02:35:09.636637,ACTIVE
u178,app8,role39,2023-01-01,2025-12-12 02:35:09.636931,ACTIVE
u221,app9,role21,2023-01-01,2026-02-18 02:35:09.637225,ACTIVE
u239,app5,role18,2023-01-01,2025-12-19 02:35:09.637521,DISABLED
u247,app7,role57,2023-01-01,2026-02-17 02:35:09.637817,ACTIVE
u236,app17,role32,2023-01-01,2026-01-26 02:35:09.638139,ACTIVE
u186,app13,role9,2023-01-01,2025-12-23 02:35:09.638444,ACTIVE
u161,app12,role31,2023-01-01,2025-09-17 02:35:09.638752,ACTIVE
u192,app19,role12,2023-01-01,2026-02-12 02:35:09.639054,ACTIVE
u178,app3,role8,2023-01-01,2025-09-29 02:35:09.639348,ACTIVE
u125,app9,role21,2023-01-01,2025-11-24 02:35:09.639645,ACTIVE
u180,app8,role39,2023-01-01,2025-09-17 02:35:09.640280,ACTIVE
u101,app9,role3,2023-01-01,2025-09-16 02:35:09.640795,DISABLED
u177,app7,role13,2023-01-01,2025-12-26 02:35:09.641168,ACTIVE
u161,app7,role36,2023-01-01,2025-12-30 02:35:09.641507,ACTIVE
u103,app12,role24,2023-01-01,2025-11-19 02:35:09.641846,ACTIVE
u137,app11,role28,2023-01-01,2026-01-22 02:35:09.642198,ACTIVE
u105,app19,role37,2023-01-01,2026-02-16 02:35:09.642525,ACTIVE
u247,app12,role31,2023-01-01,2025-12-15 02:35:09.642832,ACTIVE
u163,app18,role17,2023-01-01,2025-10-20 02:35:09.643137,ACTIVE
u182,app15,role15,2023-01-01,2025-11-29 02:35:09.643455,ACTIVE
u237,app5,role18,2023-01-01,2025-11-16 02:35:09.643789,ACTIVE
u111,app3,role7,2023-01-01,2026-02-21 02:35:09.644104,DISABLED
u132,app7,role50,2023-01-01,2025-11-01 02:35:09.644433,ACTIVE
u231,app19,role37,2023-01-01,2025-12-11 02:35:09.644735,ACTIVE
u234,app1,role23,2023-01-01,2025-11-17 02:35:09.645044,ACTIVE
u216,app11,role35,2023-01-01,2026-01-02 02:35:09.645352,ACTIVE
u247,app19,role58,2023-01-01,2025-12-01 02:35:09.645655,DISABLED
u182,app15,role27,2023-01-01,2025-11-15 02:35:09.645954,DISABLED
u114,app16,role44,2023-01-01,2025-09-30 02:35:09.646276,ACTIVE
u240,app15,role38,2023-01-01,2026-02-02 02:35:09.646596,ACTIVE
u243,app15,role47,2023-01-01,2026-01-21 02:35:09.646925,ACTIVE
u208,app4,role16,2023-01-01,2026-02-19 02:35:09.647268,ACTIVE
u210,app7,role40,2023-01-01,2026-01-21 02:35:09.647626,ACTIVE
u205,app4,role16,2023-01-01,2026-01-25 02:35:09.647938,ACTIVE
u231,app15,role27,2023-01-01,2025-12-27 02:35:09.648259,DISABLED
u154,app9,role56,2023-01-01,2026-01-01 02:35:09.648571,ACTIVE
u224,app7,role57,2023-01-01,2025-11-21 02:35:09.648875,DISABLED
u137,app18,role5,2023-01-01,2025-10-14 02:35:09.649172,ACTIVE
u136,app7,role40,2023-01-01,2025-10-28 02:35:09.649472,DISABLED
u248,app19,role54,2023-01-01,2025-11-26 02:35:09.649776,ACTIVE
u150,app14,role4,2023-01-01,2026-02-01 02:35:09.650075,ACTIVE
u227,app12,role24,2023-01-01,2025-11-12 02:35:09.650406,ACTIVE
u102,app13,role9,2023-01-01,2026-02-23 02:35:09.650712,ACTIVE
u139,app11,role34,2023-01-01,2026-01-30 02:35:09.651010,ACTIVE
u237,app11,role42,2023-01-01,2026-02-26 02:35:09.651306,ACTIVE
u202,app2,role1,2023-01-01,2025-12-21 02:35:09.651607,ACTIVE
u224,app11,role28,2023-01-01,2026-01-21 02:35:09.651907,ACTIVE
u197,app11,role11,2023-01-01,2026-01-07 02:35:09.652225,DISABLED
u226,app3,role48,2023-01-01,2025-11-06 02:35:09.652547,ACTIVE
u180,app15,role47,2023-01-01,2025-10-14 02:35:09.652857,DISABLED
u214,app17,role33,2023-01-01,2025-11-21 02:35:09.653165,ACTIVE
u159,app15,role15,2023-01-01,2026-01-31 02:35:09.653464,ACTIVE
u232,app18,role20,2023-01-01,2025-11-01 02:35:09.653760,ACTIVE
u220,app8,role51,2023-01-01,2026-01-19 02:35:09.654054,ACTIVE
u182,app19,role59,2023-01-01,2026-03-05 02:35:09.654377,ACTIVE
u133,app3,role8,2023-01-01,2026-02-08 02:35:09.654769,ACTIVE
u243,app19,role54,2023-01-01,2025-12-04 02:35:09.655106,ACTIVE
u188,app15,role38,2023-01-01,2026-01-20 02:35:09.655409,ACTIVE
u108,app18,role5,2023-01-01,2026-02-11 02:35:09.656387,ACTIVE
u170,app11,role34,2023-01-01,2025-11-01 02:35:09.656786,ACTIVE
u178,app7,role2,2023-01-01,2025-12-23 02:35:09.657219,DISABLED
u225,app7,role57,2023-01-01,2025-10-23 02:35:09.657592,DISABLED
u228,app19,role54,2023-01-01,2025-12-27 02:35:09.657914,DISABLED
u116,app19,role12,2023-01-01,2026-02-04 02:35:09.658224,ACTIVE
u117,app2,role53,2023-01-01,2025-10-27 02:35:09.658539,ACTIVE
u185,app18,role17,2023-01-01,2026-02-15 02:35:09.658845,DISABLED
u191,app14,role4,2023-01-01,2026-01-16 02:35:09.659148,DISABLED
u122,app8,role51,2023-01-01,2026-02-23 02:35:09.659472,ACTIVE
u196,app7,role57,2023-01-01,2025-11-07 02:35:09.659776,ACTIVE
u244,app12,role31,2023-01-01,2026-01-07 02:35:09.660078,ACTIVE
u130,app19,role58,2023-01-01,2025-09-21 02:35:09.660386,ACTIVE
u237,app7,role13,2023-01-01,2025-11-24 02:35:09.660690,ACTIVE
u215,app19,role25,2023-01-01,2025-11-14 02:35:09.660982,DISABLED
u197,app15,role55,2023-01-01,2025-12-22 02:35:09.661278,ACTIVE
u222,app19,role58,2023-01-01,2026-01-08 02:35:09.661601,ACTIVE
u148,app12,role31,2023-01-01,2025-10-09 02:35:09.661912,DISABLED
u159,app2,role1,2023-01-01,2025-09-25 02:35:09.662224,ACTIVE
u145,app12,role24,2023-01-01,2025-12-31 02:35:09.662527,ACTIVE
u213,app14,role4,2023-01-01,2025-12-22 02:35:09.662831,ACTIVE
u154,app2,role49,2023-01-01,2026-02-06 02:35:09.663130,ACTIVE
u148,app17,role33,2023-01-01,2025-12-21 02:35:09.663460,ACTIVE
u185,app13,role9,2023-01-01,2026-01-24 02:35:09.663774,ACTIVE
u195,app15,role47,2023-01-01,2025-12-20 02:35:09.664070,ACTIVE
u128,app15,role47,2023-01-01,2025-11-22 02:35:09.664371,ACTIVE
u206,app19,role59,2023-01-01,2025-11-23 02:35:09.664671,ACTIVE
u124,app19,role52,2023-01-01,2026-01-16 02:35:09.664969,ACTIVE
u224,app18,role17,2023-01-01,2025-10-31 02:35:09.665271,ACTIVE
u186,app12,role31,2023-01-01,2025-10-13 02:35:09.665616,ACTIVE
u129,app1,role30,2023-01-01,2025-12-28 02:35:09.665924,ACTIVE
u183,app9,role21,2023-01-01,2025-10-04 02:35:09.666244,ACTIVE
u142,app5,role18,2023-01-01,2025-11-14 02:35:09.666539,DISABLED
u246,app2,role49,2023-01-01,2026-01-25 02:35:09.666837,ACTIVE
u114,app1,role23,2023-01-01,2026-03-04 02:35:09.667132,DISABLED
u207,app12,role43,2023-01-01,2026-02-09 02:35:09.667448,ACTIVE
u215,app11,role28,2023-01-01,2025-09-15 02:35:09.667756,ACTIVE
u236,app2,role1,2023-01-01,2025-10-31 02:35:09.668054,DISABLED
u151,app15,role55,2023-01-01,2025-11-04 02:35:09.668355,ACTIVE
u160,app19,role54,2023-01-01,2026-01-13 02:35:09.668662,ACTIVE
u210,app2,role53,2023-01-01,2025-09-21 02:35:09.668968,ACTIVE
u142,app19,role58,2023-01-01,2026-02-19 02:35:09.669273,ACTIVE
u146,app9,role6,2023-01-01,2026-02-05 02:35:09.669606,ACTIVE
u119,app17,role33,2023-01-01,2026-01-20 02:35:09.669908,ACTIVE
u131,app19,role54,2023-01-01,2025-10-07 02:35:09.670203,ACTIVE
u239,app19,role54,2023-01-01,2025-09-27 02:35:09.670500,ACTIVE
u139,app8,role39,2023-01-01,2025-11-06 02:35:09.670792,DISABLED
u203,app7,role36,2023-01-01,2026-02-08 02:35:09.671086,ACTIVE
u209,app14,role10,2023-01-01,2025-12-28 02:35:09.671402,ACTIVE
u228,app16,role19,2023-01-01,2025-09-24 02:35:09.672173,ACTIVE
u151,app19,role12,2023-01-01,2025-11-28 02:35:09.672513,ACTIVE
u164,app11,role35,2023-01-01,2026-02-12 02:35:09.673012,ACTIVE
u236,app7,role57,2023-01-01,2025-12-28 02:35:09.673377,DISABLED
u199,app11,role11,2023-01-01,2025-12-13 02:35:09.673706,ACTIVE
u110,app19,role54,2023-01-01,2025-09-12 02:35:09.674017,ACTIVE
u211,app15,role15,2023-01-01,2026-01-08 02:35:09.674324,ACTIVE
u185,app12,role31,2023-01-01,2025-12-28 02:35:09.674625,DISABLED
u222,app7,role36,2023-01-01,2026-01-06 02:35:09.674918,ACTIVE
u199,app0,role46,2023-01-01,2026-01-24 02:35:09.675243,DISABLED
u220,app11,role35,2023-01-01,2026-02-22 02:35:09.675560,ACTIVE
u119,app9,role3,2023-01-01,2026-02-02 02:35:09.675862,ACTIVE
u160,app19,role25,2023-01-01,2025-11-30 02:35:09.676163,ACTIVE
u238,app2,role49,2023-01-01,2025-11-17 02:35:09.676464,ACTIVE
u145,app19,role58,2023-01-01,2025-12-31 02:35:09.676760,ACTIVE
u198,app9,role56,2023-01-01,2026-02-03 02:35:09.677056,ACTIVE
u139,app2,role1,2023-01-01,2026-01-22 02:35:09.677371,ACTIVE
u147,app4,role16,2023-01-01,2026-01-29 02:35:09.677672,DISABLED
u154,app18,role20,2023-01-01,2025-10-17 02:35:09.677973,ACTIVE
u196,app16,role19,2023-01-01,2026-01-29 02:35:09.678273,ACTIVE
u141,app15,role27,2023-01-01,2026-02-21 02:35:09.678570,ACTIVE
u175,app3,role8,2023-01-01,2026-02-08 02:35:09.678886,ACTIVE
u110,app11,role34,2023-01-01,2026-03-02 02:35:09.679184,ACTIVE
u189,app8,role39,2023-01-01,2026-01-05 02:35:09.679515,ACTIVE
u173,app1,role23,2023-01-01,2025-11-13 02:35:09.679825,ACTIVE
u213,app15,role14,2023-01-01,2025-12-06 02:35:09.680128,ACTIVE
u119,app3,role48,2023-01-01,2025-09-26 02:35:09.680427,ACTIVE
u213,app7,role50,2023-01-01,2026-03-05 02:35:09.680722,ACTIVE
u158,app7,role40,2023-01-01,2026-02-20 02:35:09.681015,ACTIVE
u120,app4,role16,2023-01-01,2025-09-28 02:35:09.681329,DISABLED
u163,app7,role40,2023-01-01,2025-12-29 02:35:09.681636,DISABLED
u192,app1,role30,2023-01-01,2025-11-04 02:35:09.681934,DISABLED
u125,app11,role42,2023-01-01,2025-11-17 02:35:09.682232,ACTIVE
u249,app11,role42,2023-01-01,2026-02-05 02:35:09.682544,ACTIVE
u211,app8,role26,2023-01-01,2025-09-16 02:35:09.682851,ACTIVE
